dataset_file,algorithm,total_abstracts,total_relevant,total_relevant_in_screening_set,training_size,training_relevant,training_prevalence_estimate,band_selected_by_estimate,selected_screening_cost,selected_recall,selected_all_keys_found,A_screening_cost,A_recall,A_all_keys_found,A_stopped_by_breakout,A_data_cut_met_without_all_keys,A_sensitivity_gain_from_keys,A_keys_missing_at_data_cut,B_screening_cost,B_recall,B_all_keys_found,B_stopped_by_breakout,B_data_cut_met_without_all_keys,B_sensitivity_gain_from_keys,B_keys_missing_at_data_cut,C_screening_cost,C_recall,C_all_keys_found,C_stopped_by_breakout,C_data_cut_met_without_all_keys,C_sensitivity_gain_from_keys,C_keys_missing_at_data_cut
19_Tarantinoetal__2022__training_87_seed7674_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,94,1,0.07,B,0.3696,1.0,True,0.448,1.0,True,False,False,,0.0,0.3696,1.0,True,False,False,,0.0,0.352,1.0,True,False,True,0.02857142857142857,1
19_Tarantinoetal__2022__training_88_seed1234_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,96,1,0.05,A,0.4512,1.0,True,0.4512,1.0,True,False,False,,0.0,0.3248,0.9714285714285714,True,True,False,,,0.2816,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_89_seed2307_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,97,1,0.04,A,0.4512,1.0,True,0.4512,1.0,True,False,False,,0.0,0.3808,1.0,True,False,False,,0.0,0.3632,1.0,True,False,True,0.02857142857142857,1
19_Tarantinoetal__2022__training_90_seed3697_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,98,1,0.03,A,0.4528,1.0,True,0.4528,1.0,True,False,False,,0.0,0.3728,1.0,True,False,False,,0.0,0.3088,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_91_seed6512_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,95,1,0.06,B,0.3664,1.0,True,0.4496,1.0,True,False,False,,0.0,0.3664,1.0,True,False,False,,0.0,0.28,0.9428571428571428,True,False,False,,0
19_Tarantinoetal__2022__training_92_seed5993_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,95,1,0.06,B,0.3728,1.0,True,0.4496,1.0,True,False,False,,0.0,0.3728,1.0,True,False,False,,0.0,0.3008,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_93_seed1480_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,94,1,0.07,B,0.3648,1.0,True,0.448,1.0,True,False,False,,0.0,0.3648,1.0,True,False,False,,0.0,0.3472,1.0,True,False,True,0.02857142857142857,1
19_Tarantinoetal__2022__training_94_seed6465_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,95,1,0.06,B,0.368,1.0,True,0.4496,1.0,True,False,False,,0.0,0.368,1.0,True,False,False,,0.0,0.304,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_95_seed229_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,92,1,0.09,B,0.3616,1.0,True,0.4416,1.0,True,True,False,,,0.3616,1.0,True,False,False,,0.0,0.2752,0.9428571428571428,True,False,False,,0
15_Robertsetal__2022__training_44_seed8825_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.45447363223385345,0.9821428571428571,True,0.45447363223385345,0.9821428571428571,True,False,False,,0.0,0.43492000790045426,0.9821428571428571,True,False,False,,0.0,0.3027849101323326,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_45_seed7936_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.4542761208769504,0.9821428571428571,True,0.4542761208769504,0.9821428571428571,True,False,False,,0.0,0.4347224965435513,0.9821428571428571,True,False,False,,0.0,0.2988346829942722,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_46_seed5655_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,94,1,0.07,B,0.43037724669168476,0.9821428571428571,True,0.44993087102508394,0.9821428571428571,True,False,False,,0.0,0.43037724669168476,0.9821428571428571,True,False,False,,0.0,0.36421094212917243,0.9761904761904762,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_47_seed5447_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.45328856409243534,0.9821428571428571,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.38317203239186254,0.9761904761904762,True,False,False,,0.0,0.25241951412206204,0.9285714285714286,True,False,False,,0
15_Robertsetal__2022__training_48_seed9043_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.45328856409243534,0.9821428571428571,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.43373493975903615,0.9821428571428571,True,False,False,,0.0,0.29626703535453286,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_49_seed8904_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4536835868062414,0.9821428571428571,True,0.4536835868062414,0.9821428571428571,True,False,False,,0.0,0.4341299624728422,0.9821428571428571,True,False,False,,0.0,0.29784712620975706,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_50_seed6181_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.45091842780959907,0.9821428571428571,True,0.45091842780959907,0.9821428571428571,True,False,False,,0.0,0.4313648034761999,0.9821428571428571,True,False,False,,0.0,0.2964645467114359,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_51_seed7461_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.45328856409243534,0.9821428571428571,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.3837645664625716,0.9761904761904762,True,False,False,,0.0,0.297254592139048,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_52_seed5273_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.46099150701165315,0.9821428571428571,True,0.46099150701165315,0.9821428571428571,True,False,False,,0.0,0.441437882678254,0.9821428571428571,True,False,False,,0.0,0.30495753505826584,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_53_seed3091_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4489433142405688,0.9821428571428571,True,0.4489433142405688,0.9821428571428571,True,False,False,,0.0,0.42938968990716964,0.9821428571428571,True,False,False,,0.0,0.3659885443412996,0.9761904761904762,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_54_seed3913_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,92,1,0.09,B,0.43274738297452103,0.9821428571428571,True,0.4523010073079202,0.9821428571428571,True,False,False,,0.0,0.43274738297452103,0.9821428571428571,True,False,False,,0.0,0.2952794785700178,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_55_seed6275_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,95,1,0.06,B,0.530910527355323,0.9880952380952381,True,0.5504641516887221,0.9880952380952381,True,False,True,0.005952380952380952,1.0,0.530910527355323,0.9880952380952381,True,False,True,0.005952380952380952,1.0,0.5113569030219237,0.9880952380952381,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_56_seed3827_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.45091842780959907,0.9821428571428571,True,0.45091842780959907,0.9821428571428571,True,False,False,,0.0,0.4313648034761999,0.9821428571428571,True,False,False,,0.0,0.29211929685956944,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_57_seed6731_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.45170847323721114,0.9821428571428571,True,0.45170847323721114,0.9821428571428571,True,False,False,,0.0,0.43215484890381195,0.9821428571428571,True,False,False,,0.0,0.2964645467114359,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_58_seed716_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.45328856409243534,0.9821428571428571,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.43373493975903615,0.9821428571428571,True,False,False,,0.0,0.29389689907169664,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_59_seed5214_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4530910527355323,0.9821428571428571,True,0.4530910527355323,0.9821428571428571,True,False,False,,0.0,0.4335374284021331,0.9821428571428571,True,False,False,,0.0,0.29843966028046615,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_60_seed9786_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45269603002172626,0.9821428571428571,True,0.45269603002172626,0.9821428571428571,True,False,False,,0.0,0.43314240568832707,0.9821428571428571,True,False,False,,0.0,0.29626703535453286,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_61_seed6247_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.4519059845941142,0.9821428571428571,True,0.4519059845941142,0.9821428571428571,True,False,False,,0.0,0.432352360260715,0.9821428571428571,True,False,False,,0.0,0.29389689907169664,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_62_seed6326_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.4584238593719139,0.9821428571428571,True,0.4584238593719139,0.9821428571428571,True,False,False,,0.0,0.38949239581275924,0.9761904761904762,True,False,False,,0.0,0.36974126012245706,0.9761904761904762,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_63_seed2493_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.5486865494765949,0.9880952380952381,True,0.5486865494765949,0.9880952380952381,True,False,True,0.005952380952380952,1.0,0.5291329251431958,0.9880952380952381,True,False,True,0.005952380952380952,1.0,0.5093817894528936,0.9880952380952381,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_64_seed8116_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.4540786095200474,0.9821428571428571,True,0.4540786095200474,0.9821428571428571,True,False,False,,0.0,0.4345249851866482,0.9821428571428571,True,False,False,,0.0,0.29784712620975706,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_65_seed607_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4530910527355323,0.9821428571428571,True,0.4530910527355323,0.9821428571428571,True,False,False,,0.0,0.4335374284021331,0.9821428571428571,True,False,False,,0.0,0.29685956942524194,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_66_seed9243_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.44993087102508394,0.9821428571428571,True,0.44993087102508394,0.9821428571428571,True,False,False,,0.0,0.43037724669168476,0.9821428571428571,True,False,False,,0.0,0.2958720126407268,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_67_seed8230_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.4540786095200474,0.9821428571428571,True,0.4540786095200474,0.9821428571428571,True,False,False,,0.0,0.4345249851866482,0.9821428571428571,True,False,False,,0.0,0.29567450128382383,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_68_seed5440_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.45269603002172626,0.9821428571428571,True,0.45269603002172626,0.9821428571428571,True,False,False,,0.0,0.43314240568832707,0.9821428571428571,True,False,False,,0.0,0.29626703535453286,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_69_seed1645_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4515109618803081,0.9821428571428571,True,0.4515109618803081,0.9821428571428571,True,False,False,,0.0,0.43195733754690896,0.9821428571428571,True,False,False,,0.0,0.29784712620975706,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_70_seed7214_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.45506616630456254,0.9821428571428571,True,0.45506616630456254,0.9821428571428571,True,False,False,,0.0,0.38593719138850485,0.9761904761904762,True,False,False,,0.0,0.32036342089670156,0.9642857142857143,True,False,False,,0
15_Robertsetal__2022__training_71_seed1634_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,95,1,0.06,B,0.38336954374876553,0.9761904761904762,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.38336954374876553,0.9761904761904762,True,False,False,,0.0,0.29448943314240567,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_72_seed8618_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.44993087102508394,0.9821428571428571,True,0.44993087102508394,0.9821428571428571,True,False,False,,0.0,0.43037724669168476,0.9821428571428571,True,False,False,,0.0,0.2952794785700178,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_73_seed7487_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4548686549476595,0.9821428571428571,True,0.4548686549476595,0.9821428571428571,True,False,False,,0.0,0.4353150306142603,0.9821428571428571,True,False,False,,0.0,0.29784712620975706,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_74_seed252_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45328856409243534,0.9821428571428571,True,0.45328856409243534,0.9821428571428571,True,False,False,,0.0,0.43373493975903615,0.9821428571428571,True,False,False,,0.0,0.2958720126407268,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_75_seed2362_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.45269603002172626,0.9821428571428571,True,0.45269603002172626,0.9821428571428571,True,False,False,,0.0,0.43314240568832707,0.9821428571428571,True,False,False,,0.0,0.29685956942524194,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_84_seed5384_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.4519059845941142,0.9821428571428571,True,0.4519059845941142,0.9821428571428571,True,False,False,,0.0,0.432352360260715,0.9821428571428571,True,False,False,,0.0,0.29567450128382383,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_85_seed8743_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,95,1,0.06,B,0.45684376851668973,0.9880952380952381,True,0.47639739285008886,0.9880952380952381,True,False,False,,0.0,0.45684376851668973,0.9880952380952381,True,False,False,,0.0,0.2739482520244914,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_86_seed6227_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.47363223385344655,0.9880952380952381,True,0.47363223385344655,0.9880952380952381,True,False,False,,0.0,0.4035157021528738,0.9821428571428571,True,False,False,,0.0,0.3837645664625716,0.9821428571428571,True,False,False,,0
15_Robertsetal__2022__training_87_seed5189_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45289354137862925,0.9821428571428571,True,0.45289354137862925,0.9821428571428571,True,False,False,,0.0,0.4333399170452301,0.9821428571428571,True,False,False,,0.0,0.25814734347224966,0.9166666666666666,True,False,False,,0
15_Robertsetal__2022__training_88_seed7995_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4495358483112779,0.9821428571428571,True,0.4495358483112779,0.9821428571428571,True,False,False,,0.0,0.4299822239778787,0.9821428571428571,True,False,False,,0.0,0.3199683981828955,0.9464285714285714,True,False,False,,0
15_Robertsetal__2022__training_89_seed8865_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,108,1,0.009259259259259259,A,0.45348607544933833,0.9821428571428571,True,0.45348607544933833,0.9821428571428571,True,False,False,,0.0,0.43393245111593914,0.9821428571428571,True,False,False,,0.0,0.29784712620975706,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_90_seed589_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45170847323721114,0.9821428571428571,True,0.45170847323721114,0.9821428571428571,True,False,False,,0.0,0.43215484890381195,0.9821428571428571,True,False,False,,0.0,0.2954769899269208,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_91_seed1122_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.4548686549476595,0.9821428571428571,True,0.4548686549476595,0.9821428571428571,True,False,False,,0.0,0.3827770096780565,0.9761904761904762,True,False,False,,0.0,0.32273355717953783,0.9464285714285714,True,False,False,,0
15_Robertsetal__2022__training_92_seed3847_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.4558562117321746,0.9821428571428571,True,0.4558562117321746,0.9821428571428571,True,False,False,,0.0,0.3855421686746988,0.9761904761904762,True,False,False,,0.0,0.2980446375666601,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_93_seed4709_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4586213707288169,0.9821428571428571,True,0.4586213707288169,0.9821428571428571,True,False,False,,0.0,0.38830732767134113,0.9761904761904762,True,False,False,,0.0,0.2575548094015406,0.9166666666666666,True,False,False,,0
15_Robertsetal__2022__training_94_seed9255_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.45467114359075644,0.9821428571428571,True,0.45467114359075644,0.9821428571428571,True,False,False,,0.0,0.38435710053328065,0.9761904761904762,True,False,False,,0.0,0.29508196721311475,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_95_seed1481_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4513134505234051,0.9821428571428571,True,0.4513134505234051,0.9821428571428571,True,False,False,,0.0,0.4317598261900059,0.9821428571428571,True,False,False,,0.0,0.2958720126407268,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_96_seed7111_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45111593916650206,0.9821428571428571,True,0.45111593916650206,0.9821428571428571,True,False,False,,0.0,0.4315623148331029,0.9821428571428571,True,False,False,,0.0,0.29508196721311475,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_97_seed9775_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.4540786095200474,0.9821428571428571,True,0.4540786095200474,0.9821428571428571,True,False,False,,0.0,0.4345249851866482,0.9821428571428571,True,False,False,,0.0,0.29685956942524194,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_98_seed1647_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4767924155638949,0.9880952380952381,True,0.4767924155638949,0.9880952380952381,True,False,False,,0.0,0.3565079992099546,0.9702380952380952,True,False,False,,0.0,0.2775034564487458,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_99_seed7270_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4554611890183686,0.9821428571428571,True,0.4554611890183686,0.9821428571428571,True,False,False,,0.0,0.4359075646849694,0.9821428571428571,True,False,False,,0.0,0.32846138652972545,0.9404761904761905,True,False,False,,0
15_Robertsetal__2022__training_76_seed6718_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,100,1,0.01,A,0.4523010073079202,0.9821428571428571,True,0.4523010073079202,0.9821428571428571,True,False,False,,0.0,0.43274738297452103,0.9821428571428571,True,False,False,,0.0,0.2954769899269208,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_77_seed2530_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.9040094805451313,1.0,True,0.9040094805451313,1.0,True,False,True,0.005952380952380952,1.0,0.8844558562117322,1.0,True,False,True,0.005952380952380952,1.0,0.86470472052143,1.0,True,False,True,0.011904761904761904,2
15_Robertsetal__2022__training_78_seed1226_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,98,1,0.03,A,0.46770689314635594,0.9880952380952381,True,0.46770689314635594,0.9880952380952381,True,False,False,,0.0,0.44815326881295675,0.9880952380952381,True,False,False,,0.0,0.3977878728026862,0.9821428571428571,True,False,False,,0
15_Robertsetal__2022__training_79_seed7693_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,96,1,0.05,A,0.4495358483112779,0.9821428571428571,True,0.4495358483112779,0.9821428571428571,True,False,False,,0.0,0.4299822239778787,0.9821428571428571,True,False,False,,0.0,0.2946869444993087,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_80_seed9828_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,99,1,0.02,A,0.4542761208769504,0.9821428571428571,True,0.4542761208769504,0.9821428571428571,True,False,False,,0.0,0.4347224965435513,0.9821428571428571,True,False,False,,0.0,0.297254592139048,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_81_seed5547_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,95,1,0.06,B,0.43037724669168476,0.9821428571428571,True,0.44993087102508394,0.9821428571428571,True,False,False,,0.0,0.43037724669168476,0.9821428571428571,True,False,False,,0.0,0.3304365000987557,0.9404761904761905,True,False,True,0.005952380952380952,1
15_Robertsetal__2022__training_82_seed6513_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.4524985186648232,0.9821428571428571,True,0.4524985186648232,0.9821428571428571,True,False,False,,0.0,0.4329448943314241,0.9821428571428571,True,False,False,,0.0,0.29508196721311475,0.9345238095238095,True,False,False,,0
15_Robertsetal__2022__training_83_seed1316_LR_SBERT_complete_results_key1.csv,LR_SBERT,5063,168,167,97,1,0.04,A,0.45111593916650206,0.9821428571428571,True,0.45111593916650206,0.9821428571428571,True,False,False,,0.0,0.4315623148331029,0.9821428571428571,True,False,False,,0.0,0.29666205806833895,0.9345238095238095,True,False,False,,0
19_Tarantinoetal__2022__training_96_seed4333_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,92,1,0.09,B,0.3616,1.0,True,0.4416,1.0,True,True,False,,,0.3616,1.0,True,False,False,,0.0,0.2928,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_97_seed8792_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,95,1,0.06,B,0.3712,1.0,True,0.4496,1.0,True,False,False,,0.0,0.3712,1.0,True,False,False,,0.0,0.2848,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_98_seed2025_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,97,1,0.04,A,0.4512,1.0,True,0.4512,1.0,True,False,False,,0.0,0.3728,1.0,True,False,False,,0.0,0.3056,0.9714285714285714,True,False,False,,0
19_Tarantinoetal__2022__training_99_seed9125_LR_SBERT_complete_results_key1.csv,LR_SBERT,625,35,34,98,1,0.03,A,0.4528,1.0,True,0.4528,1.0,True,False,False,,0.0,0.3696,1.0,True,False,False,,0.0,0.2976,0.9714285714285714,True,False,False,,0
20_Täschneretal__2023__training_01_seed4296_LR_SBERT_complete_results_key1.csv,LR_SBERT,4082,798,797,82,1,0.19,C,0.8258206761391474,0.9912280701754386,True,1.0,1.0,True,False,False,,,0.9634982851543361,0.9987468671679198,True,False,False,,0.0,0.8258206761391474,0.9912280701754386,True,False,False,,0
20_Täschneretal__2023__training_02_seed6243_LR_SBERT_complete_results_key1.csv,LR_SBERT,4082,798,797,81,1,0.2,C,0.8265556099951005,0.9912280701754386,True,1.0,1.0,True,False,False,,,0.9620284174424302,0.9987468671679198,True,False,False,,0.0,0.8265556099951005,0.9912280701754386,True,False,False,,0
20_Täschneretal__2023__training_03_seed6087_LR_SBERT_complete_results_key1.csv,LR_SBERT,4082,798,797,83,1,0.18,C,0.8268005879470848,0.9912280701754386,True,1.0,1.0,True,False,False,,,0.9612934835864773,0.9987468671679198,True,False,False,,0.0,0.8268005879470848,0.9912280701754386,True,False,False,,0
20_Täschneretal__2023__training_04_seed1776_LR_SBERT_complete_results_key1.csv,LR_SBERT,4082,798,797,80,1,0.21,C,1.0,1.0,True,1.0,1.0,True,False,False,,,1.0,1.0,True,False,True,0.0012531328320802004,1.0,1.0,1.0,True,False,True,0.0012531328320802004,1
25_Xuetal__2022__training_01_seed997_LR_SBERT_complete_results_key1.csv,LR_SBERT,3237,281,280,98,1,0.03,A,0.5699721964782206,1.0,True,0.5699721964782206,1.0,True,False,False,,0.0,0.5505097312326228,1.0,True,False,False,,0.0,0.5313561940067965,1.0,True,False,False,,0
25_Xuetal__2022__training_02_seed7848_LR_SBERT_complete_results_key1.csv,LR_SBERT,3237,281,280,91,1,0.1,B,0.5486561631139945,1.0,True,0.5681186283595923,1.0,True,False,False,,0.0,0.5486561631139945,1.0,True,False,False,,0.0,0.5291936978683967,1.0,True,False,False,,0
25_Xuetal__2022__training_03_seed6581_LR_SBERT_complete_results_key1.csv,LR_SBERT,3237,281,280,93,1,0.08,B,0.5495829471733086,1.0,True,0.5690454124189064,1.0,True,False,False,,0.0,0.5495829471733086,1.0,True,False,False,,0.0,0.5301204819277109,1.0,True,False,False,,0
25_Xuetal__2022__training_04_seed6985_LR_SBERT_complete_results_key1.csv,LR_SBERT,3237,281,280,92,1,0.09,B,0.5514365152919369,1.0,True,0.5708989805375347,1.0,True,False,False,,0.0,0.5514365152919369,1.0,True,False,False,,0.0,0.4284831634229225,0.9679715302491103,True,False,False,,0
25_Xuetal__2022__training_05_seed1769_LR_SBERT_complete_results_key1.csv,LR_SBERT,3237,281,280,97,1,0.04,A,0.5696632684584492,1.0,True,0.5696632684584492,1.0,True,False,False,,0.0,0.5502008032128514,1.0,True,False,False,,0.0,0.531047265987025,1.0,True,False,False,,0
